story_id,sent_idx,n_words,sentence
188SQKM20FYzYRFIJ08U,29,14,It was coming closer and closer and somehow didn't seem to get any slower.
188SQKM20FYzYRFIJ08U,30,13,"""OH NO,"" they didn't realize they had walked onto a poorly constructed bridge."
188SQKM20FYzYRFIJ08U,31,10,So they decided to find a boat to jump on.
188SQKM20FYzYRFIJ08U,32,20,They found a small canoe and all of a sudden all 10 of them were sitting on a single one.
188SQKM20FYzYRFIJ08U,33,17,"Some balancing on the tip, others on the back and the rest squeezed into the middle portion."
188SQKM20FYzYRFIJ08U,34,7,They stayed there for the entire night.
188SQKM20FYzYRFIJ08U,35,13,they paddled and paddled and all of a sudden they had reached Sweden.
188SQKM20FYzYRFIJ08U,36,10,A long time dream for Simon had now come true.
188SQKM20FYzYRFIJ08U,37,19,They all decided to watch the sunrise there and then go to the supermarket to buy SMASH for breakfast.
188SQKM20FYzYRFIJ08U,38,7,After they planned on catching a shark.
188SQKM20FYzYRFIJ08U,39,10,they threw out their fishing lines and sat there waiting.
188SQKM20FYzYRFIJ08U,40,7,they waited and waited but nothing happened.
188SQKM20FYzYRFIJ08U,41,15,but they had already planned how they would cook it and marinate it in Jägermeister.
188SQKM20FYzYRFIJ08U,42,28,"Since they couldn't get one until the very late evening, they bought one at the fish market and fried it on the motor of the ship on the"
1jhKtdiCFYhLl4Itr0tM,0,14,"Once upon a time in Hollywood, there were two cats strolling along the pavement."
1jhKtdiCFYhLl4Itr0tM,1,14,Many stars lined the pavement and one looked down at a particularly cosy spot.
1jhKtdiCFYhLl4Itr0tM,2,17,"The cats loved to chill there every morning in the sun, and every evening in the moonlight."
1jhKtdiCFYhLl4Itr0tM,3,27,"Today was a very nice day, the sun reflected in their little whiskers and the palms above them created shadows that danced along but suddenly everything changed."
1jhKtdiCFYhLl4Itr0tM,4,6,Another black cat ran towards them.
1jhKtdiCFYhLl4Itr0tM,5,13,They were unsure if it wanted to play along or if it .
1jhKtdiCFYhLl4Itr0tM,6,18,"The two cats looked at each other, frightened, trying to make out the expression of the black cat."
1jhKtdiCFYhLl4Itr0tM,7,4,Its tail was raised.
1jhKtdiCFYhLl4Itr0tM,8,6,and it looked ready to fight.
1jhKtdiCFYhLl4Itr0tM,9,18,"the two cats didn't want to fight, they just wanted to be happy and have a cozy time."
1jhKtdiCFYhLl4Itr0tM,10,14,"The two cats however, decided that it was time to abandon their peaceful ways."
1jhKtdiCFYhLl4Itr0tM,11,11,"They pulled out their fish-swords, made out of delicious fish skeleton."
1jhKtdiCFYhLl4Itr0tM,12,9,"hmmm tasted so good, and made even better swords."
1jhKtdiCFYhLl4Itr0tM,13,14,Now they were ready to fight more The black cat had also come prepared.
1jhKtdiCFYhLl4Itr0tM,14,19,"Hiding behind its thick fur was a Minecraft diamond pickaxe, made out of, even tastier fish mhhhh so delicious."
1jhKtdiCFYhLl4Itr0tM,15,14,"The more delicious the more dangerous so now the cats were even more frightened,"
1jhKtdiCFYhLl4Itr0tM,16,19,"what After an INTENSE staredown, they ran towards each other and their DELICIOUS swords clashed with a powerful clash."
1jhKtdiCFYhLl4Itr0tM,17,25,"The black cat was brave but hadn't thought of the two against one thing, which was kind of stupid because it got so riled up."
1jhKtdiCFYhLl4Itr0tM,18,11,"They continued to fight some more, but they quickly got tired."
1jhKtdiCFYhLl4Itr0tM,19,18,That is when the black cat opened up about why it came with so unfriendly and bad vibes.
1jhKtdiCFYhLl4Itr0tM,20,22,"The black cat was actually just so so so sad to not have another cat to play with, which was very sad."
1jhKtdiCFYhLl4Itr0tM,21,14,"So, they decided to end the war and become play buddies in Hollywood instead."
1jhKtdiCFYhLl4Itr0tM,22,10,They hugged for a bit and then the fun began.
1jhKtdiCFYhLl4Itr0tM,23,8,so much fun stuff to do in Hollywood.
1jhKtdiCFYhLl4Itr0tM,24,22,"They visited the big sign, ran all the way to Katy Perry's mansion to play with her and all her other cats."
1jhKtdiCFYhLl4Itr0tM,25,6,It was such a fun time
1jhKtdiCFYhLl4Itr0tM,26,6,wow they got along so great
1jhKtdiCFYhLl4Itr0tM,27,3,it was wonderful.
1jhKtdiCFYhLl4Itr0tM,28,7,They listened to dark horse all night
1jhKtdiCFYhLl4Itr0tM,29,3,A GREAT SONG.
1jhKtdiCFYhLl4Itr0tM,30,13,"The next morning was almost better, because they went to visit Leonardo DiCaprio."
1jhKtdiCFYhLl4Itr0tM,31,28,"He was a well-known cat actor but he liked young cats and these cats were young, except the black cat, she was over 25, so sad for Leo....."
1jhKtdiCFYhLl4Itr0tM,32,8,great the two other cats were young and
599Km2RY5nTNKI7vG2Wb,0,36,"One day, two young researchers entered a classroom full of students and asked them to participate in a push-up competition to find out if there is a correlation between how strong people from different studies are."
599Km2RY5nTNKI7vG2Wb,1,20,There was a slight twist to this since the participants were also ask to recite the IPA while doing push-ups.
599Km2RY5nTNKI7vG2Wb,2,9,The researchers had a hypothesis going into the study.
599Km2RY5nTNKI7vG2Wb,3,22,"Though the students knew their IPA, the strength of their mental state might not be enough to transfer into raw push-up strength."
599Km2RY5nTNKI7vG2Wb,4,15,The math students had to solve complex equations while sweat was dripping from their palms.
599Km2RY5nTNKI7vG2Wb,5,19,"The students, eager to beat the people from maths, jumped from their seats and began their attempt at push-ups."
599Km2RY5nTNKI7vG2Wb,6,5,It was easy at first.
599Km2RY5nTNKI7vG2Wb,7,10,"The two young researchers counted out loud, setting the mood."
599Km2RY5nTNKI7vG2Wb,8,12,everyone was good until five... the music did not help at all.
599Km2RY5nTNKI7vG2Wb,9,20,It was so loud that it was almost impossible to hear if the students recited the IPA correctly or not.
599Km2RY5nTNKI7vG2Wb,10,10,The researchers seem to have a thing for Justin Bieber.
599Km2RY5nTNKI7vG2Wb,11,15,"It was a battle between the reciting of the IPA-chart and ""Baby baby baby, uuuuuh""."
599Km2RY5nTNKI7vG2Wb,12,17,"The first people dropped after 6-7 pushups, the rest kept at it and gave it their all."
599Km2RY5nTNKI7vG2Wb,13,6,At 20 only two students remained.
599Km2RY5nTNKI7vG2Wb,14,11,The rest of the students stood around chanting the IPA chart.
599Km2RY5nTNKI7vG2Wb,15,5,They got louder and louder.
599Km2RY5nTNKI7vG2Wb,16,6,The remaining two pushed and pushed.
599Km2RY5nTNKI7vG2Wb,17,11,"The light started flickering, then turned purple with a bright flash."
599Km2RY5nTNKI7vG2Wb,18,8,The air in the room suddenly went dark.
599Km2RY5nTNKI7vG2Wb,19,10,But the two kept going all the way to 100.
599Km2RY5nTNKI7vG2Wb,20,13,"They were celebrated for winning, but the math students also did surprisingly well."
599Km2RY5nTNKI7vG2Wb,21,31,The plot twist of it all was that the two researchers found out that it was the biology students that could do the most push-ups - they did over 500 each!
599Km2RY5nTNKI7vG2Wb,22,11,It made the other students mad being robbed of the victory.
599Km2RY5nTNKI7vG2Wb,23,5,They all teamed up together.
599Km2RY5nTNKI7vG2Wb,24,20,"and started marching towards the university park, where the biology students were enjoying the beer they won from the competition."
599Km2RY5nTNKI7vG2Wb,25,8,"""We should have won that beer,"" one shouted."
599Km2RY5nTNKI7vG2Wb,26,6,We should be the ones celebrating.
599Km2RY5nTNKI7vG2Wb,27,7,"Then, one student shouted, ""You all cheated!"""
599Km2RY5nTNKI7vG2Wb,28,4,A bold statement indeed.
599Km2RY5nTNKI7vG2Wb,29,6,But was it really the case?
599Km2RY5nTNKI7vG2Wb,30,8,Only one way to settle this: another challenge.
599Km2RY5nTNKI7vG2Wb,31,10,"""We will settle this the old way"" ""To the boats!"""
599Km2RY5nTNKI7vG2Wb,32,9,The boats were primitive and built not to last.
599Km2RY5nTNKI7vG2Wb,33,13,but the students were experienced sailors - on the university lake at least.
599Km2RY5nTNKI7vG2Wb,34,16,It wasn't spring yet so none of students were eager to get in the ice-cold water.
599Km2RY5nTNKI7vG2Wb,35,12,"But it must be done, beer is on the line after all!"
599Km2RY5nTNKI7vG2Wb,36,11,"And with the beer in mind, they rushed into the boats."
599Km2RY5nTNKI7vG2Wb,37,28,One fell from the boat on the way over the lake and almost froze solid as ice - luckily they were able to heat up again shortly after.
599Km2RY5nTNKI7vG2Wb,38,12,"Once the others noticed that someone fell overboard, the rivalry was forgotten."
599Km2RY5nTNKI7vG2Wb,39,6,They all drank a beer together.
6Jv806AoPWPYePMobUvx,0,15,"a girl with a dream, many moons ago, a young maiden lived in a tower."
6Jv806AoPWPYePMobUvx,1,24,"Her dreams were as high as the stars, yet her spirit was broken by the fact that there was no one to love her."
6Jv806AoPWPYePMobUvx,2,15,She was very lonely and went out to seek for someone to keep her company.
6Jv806AoPWPYePMobUvx,3,25,"As she went out the first thing she did was stop by the lily fields, they stretched far and wide, different colors, like a rainbow."
6Jv806AoPWPYePMobUvx,4,13,"They kissed the pink sky in the evening, as the sun went down."
6Jv806AoPWPYePMobUvx,5,24,"She collected the lilies and continued into the forest where she found a little rabbit, curled nearby the roots of a great oak tree."
6Jv806AoPWPYePMobUvx,6,14,"It looked so sad, she peered closer and found its paw had been hurt."
6Jv806AoPWPYePMobUvx,7,7,"She calmed the rabbit, singing a lullaby."
6Jv806AoPWPYePMobUvx,8,15,"She saw a little river nearby, the sweet sound of the water running over stones."
6Jv806AoPWPYePMobUvx,9,20,"She pulled the rabbit into her arms and walked to the river, gently placing its paw in the soothing water."
6Jv806AoPWPYePMobUvx,10,54,"She looked towards the other side of the river to look for something to wrap the paw in, but instead she noticed another curious forest creature , yet, it was something she had never seen before, it was looking right at her, a halo of light danced around its little wings, a slight glitter."
6Jv806AoPWPYePMobUvx,11,9,"in its eyes, making it seem calm and friendly."
6Jv806AoPWPYePMobUvx,12,28,"It was very beautiful, this creature, and she was stunned as it flew across the river, slowly, its feet skimmed the water top, leaving a pattern that swirled."
6Jv806AoPWPYePMobUvx,13,15,"She noticed it was only about the size of a lily flower, small and petite."
6Jv806AoPWPYePMobUvx,14,8,"Its a rare sight, she thought to herself."
6Jv806AoPWPYePMobUvx,15,21,"She just kept watching the flying creature as it landed right next to the rabbit, that she was still holding. ."
6Jv806AoPWPYePMobUvx,16,18,"It observed its paw, then looked up at her and smiled; suddenly it flew up into the trees."
6Jv806AoPWPYePMobUvx,17,6,"For a moment, there was silence."
6Jv806AoPWPYePMobUvx,18,29,"Then many tiny lights began to turn on in the tree tops, and before she could do anything, the cloud of swirling lights headed towards her and the rabbit."
6Jv806AoPWPYePMobUvx,19,16,"It looked like an tornado of glitter, as it glimmered she realized many little fairy-like creatures."
6Jv806AoPWPYePMobUvx,20,15,"They began to swirl around her and the bunny, she felt the warmth and magic."
6Jv806AoPWPYePMobUvx,21,3,in her body.
6Jv806AoPWPYePMobUvx,22,13,She filled with joy and the bunny seemed to lighten up as well.
6Jv806AoPWPYePMobUvx,23,30,"The creatures landed on the bunny's paw and placed its little hands, a small glow of gold appeared and the bunny jumped out of her hands onto the grassy bank."
6Jv806AoPWPYePMobUvx,24,8,"She stood in disbelief, it was real magic!"
6Jv806AoPWPYePMobUvx,25,13,The bunny jumped around as if nothing has ever happened to its paw.
6Jv806AoPWPYePMobUvx,26,13,"The bunny jumped away, and she had a feeling she would be alright."
6Jv806AoPWPYePMobUvx,27,29,"The fairies all gathered in front of her, and began a little dance, holding hands and flying in a circle, bursts of color lightening up the now dark forest."
6Jv806AoPWPYePMobUvx,28,19,"The sun had gone down, but she felt the light again in her life, realizing that she can be"
7wPRj5Wbc26nlx60LUT5,0,19,Once upon a time a little duck walked around to find a fitting house for him and his dreams.
7wPRj5Wbc26nlx60LUT5,1,16,"The dreaming duck was afraid of many things, but also had many needs, which he needed."
7wPRj5Wbc26nlx60LUT5,2,29,"First and foremost he needed a safe place, away from the preying eyes of cats and foxes, where he could hide from the dangers, while fantasizing about the future."
7wPRj5Wbc26nlx60LUT5,3,12,The little duckling always had one specific dream that it thought of.
7wPRj5Wbc26nlx60LUT5,4,9,having the biggest duck family he could dream of.
7wPRj5Wbc26nlx60LUT5,5,14,But first he needed to find a duck wifey to realize his ambitious dreams.
7wPRj5Wbc26nlx60LUT5,6,5,He had a small problem.
7wPRj5Wbc26nlx60LUT5,7,14,"He was Ugly, even more than the ugly duckling from the famous fairy tale."
7wPRj5Wbc26nlx60LUT5,8,16,So ugly that not even the witch far into the woods wanted to talk to him.
7wPRj5Wbc26nlx60LUT5,9,12,The limited search once put him on a site called Duck Tinder.
7wPRj5Wbc26nlx60LUT5,10,17,"He had no success, as the other ducks with big and shiny feathers got all the attention."
7wPRj5Wbc26nlx60LUT5,11,11,"Therefore he changed his ways, and applied for a different site."
7wPRj5Wbc26nlx60LUT5,12,20,"The site was called rat hinge, and for once, the ugly duck felt prettier than the rest of the applicants."
7wPRj5Wbc26nlx60LUT5,13,9,The little duckling became very popular within rat circles.
7wPRj5Wbc26nlx60LUT5,14,9,The stinky hairy creatures from the sewers adored him.
7wPRj5Wbc26nlx60LUT5,15,12,"Having ripped feathers and a cook comb, was for once an advantage."
7wPRj5Wbc26nlx60LUT5,16,29,"He went on multiple dates, but the duckling thought he was too pretty for the ""ugly creatures"" as he saw their horrible yellow teeth, wild eyes and foul smell."
7wPRj5Wbc26nlx60LUT5,17,32,"Therefore he jumped into a puddle, and rolled himself in dirt to looked like the other creatures, but as soon as he did that, the dates became fewer and the nights longer."
7wPRj5Wbc26nlx60LUT5,18,14,"The dream, that was once his everything became a burden and his worst nightmare."
7wPRj5Wbc26nlx60LUT5,19,24,"He thought of returning to the ducklings, to continue his comfortable life at the cottage, where he was fed but he didn’t belong anywhere."
7wPRj5Wbc26nlx60LUT5,20,20,"The feeling of being too good for some places, but too disgusting for others, was definitely not what he wanted."
7wPRj5Wbc26nlx60LUT5,21,25,"He decided to wash off his feathers to rid himself of the dirt and shame he got into, while trying to be an outlaw rat."
7wPRj5Wbc26nlx60LUT5,22,8,"He wanted to be something else, completely different."
7wPRj5Wbc26nlx60LUT5,23,14,"Therefore he shaved everything remaining off, and instead started to walk towards the mud."
7wPRj5Wbc26nlx60LUT5,24,12,The new dream started forming to be a bald badass dirty duck.
7wPRj5Wbc26nlx60LUT5,25,11,"Someone who is no rat, but also no ordinary ugly duckling."
7wPRj5Wbc26nlx60LUT5,26,8,He wanted to be unrecognizable on his return.
7wPRj5Wbc26nlx60LUT5,27,6,and to start a new clan.
7wPRj5Wbc26nlx60LUT5,28,11,"Not the KKK, not anything the world has ever seen before."
7wPRj5Wbc26nlx60LUT5,29,8,Now it was time for the bald badass.
7wPRj5Wbc26nlx60LUT5,30,5,duck gang to be formed.
7wPRj5Wbc26nlx60LUT5,31,17,"He started working out to look jacked, so he can be the biggest-looking boss duck they have."
7wPRj5Wbc26nlx60LUT5,32,29,"In the mafia, the bald badass brainy Brucks was now being formed and ready to finally feel worthy and to complete all the dreams the parents told him. ."
7wPRj5Wbc26nlx60LUT5,33,14,"When he was ready, he got back to the duck pond to find members."
7wPRj5Wbc26nlx60LUT5,34,13,"On his way back, he encountered the very hungry Mr. Wong, who wanted"
9MYVXy4Nms9gfR1DI7NA,0,8,"a lonely cat, who was missing its person."
9MYVXy4Nms9gfR1DI7NA,1,9,"The cat’s name was Cat, and it was tiger-striped."
9MYVXy4Nms9gfR1DI7NA,2,19,"Cat doesn’t have any friends but is on his name was still Cat, even if nobody used the name."
9MYVXy4Nms9gfR1DI7NA,3,19,"The cat, named Cat, decided to jump on a train to go wherever the wind (or train) took it."
9MYVXy4Nms9gfR1DI7NA,4,4,Cat had a BLAST.
9MYVXy4Nms9gfR1DI7NA,5,16,"The train ride was exhausting because of the wind, so after some time Cat went off."
9MYVXy4Nms9gfR1DI7NA,6,14,He landed in a rural area with eerie bushels in every corner and trees.
9MYVXy4Nms9gfR1DI7NA,7,8,"as tall as mountains, from his perspective anyway."
9MYVXy4Nms9gfR1DI7NA,8,18,"In theory, cat should have no clue where he was, but he had been playing Stray for PlayStation."
9MYVXy4Nms9gfR1DI7NA,9,6,So he knew what to do.
9MYVXy4Nms9gfR1DI7NA,10,16,Brother did a backflip off some high grounds and went into the trenches of the wilderness.
9MYVXy4Nms9gfR1DI7NA,11,27,He put on his war paint and tried to hit a tree to collect wood but it seemed that this place didn't run on a Minecraft server.
9MYVXy4Nms9gfR1DI7NA,12,9,So he went into the sewage system to explore.
9MYVXy4Nms9gfR1DI7NA,13,18,"What he could find was sewage, but what he COULDN'T find was the rat king of the sewers."
9MYVXy4Nms9gfR1DI7NA,14,13,He was looking and looking before the smell of pizza hit his nostrils.
9MYVXy4Nms9gfR1DI7NA,15,18,"He could see green beings moving in the distance, was it the RATMA - the infamous rat God."
9MYVXy4Nms9gfR1DI7NA,16,4,Aka God of Rats.
9MYVXy4Nms9gfR1DI7NA,17,6,Aka King of Gods and Rats.
9MYVXy4Nms9gfR1DI7NA,18,7,"He wasn't green, Cat is just confused."
9MYVXy4Nms9gfR1DI7NA,19,10,"HE was actually colorblind, and confused brown and green somehow."
9MYVXy4Nms9gfR1DI7NA,20,16,RATMA looked down at the little kitty cat Cat with a stern and all powerful look.
9MYVXy4Nms9gfR1DI7NA,21,8,"he said ""what the fuck are you ?”"
9MYVXy4Nms9gfR1DI7NA,22,15,And Cat looked at him with disgust and said “Who invited this naked mole rat?”
9MYVXy4Nms9gfR1DI7NA,23,13,So RATMA attacks Brother Cat because of this and shit on the ground.
9MYVXy4Nms9gfR1DI7NA,24,28,Cat is very confused and a little bit scared but he eventually bit RATMA in the tail which made RATMA fall to the ground and it KILLED HIM.
9MYVXy4Nms9gfR1DI7NA,25,6,Motherbrother just died on the ground.
9MYVXy4Nms9gfR1DI7NA,26,4,Cat is in shock.
9MYVXy4Nms9gfR1DI7NA,27,6,“I killed the god of rats?
9MYVXy4Nms9gfR1DI7NA,28,31,"The king of rats is now dead, in his own damn chat,,, I better run lolz"" he said and looked straight at the camera like he was in a TV shows."
9MYVXy4Nms9gfR1DI7NA,29,15,"If Cat was gonna be an actor, he would star in The Office he thinks."
9MYVXy4Nms9gfR1DI7NA,30,28,"But he doesn't have time to think, so instead he jumps out the sewer and runs around in the bushlands, confused about the sewer system in the bushlands."
9MYVXy4Nms9gfR1DI7NA,31,15,"It didn't really seem to fit the vibe, but he didn’t care about anything anymore."
9MYVXy4Nms9gfR1DI7NA,32,6,He can’t believe he killed Ratma.
9MYVXy4Nms9gfR1DI7NA,33,11,"He is traumatized for life, and he is also incredibly hungry."
9MYVXy4Nms9gfR1DI7NA,34,28,So the purr little Cat is in the bushes and not near any bakeries or anything with food so he runs and runs as his paws are bleeding.
9MYVXy4Nms9gfR1DI7NA,35,8,So much that it paints the street red.
9MYVXy4Nms9gfR1DI7NA,36,5,It was a crazy sight.
9MYVXy4Nms9gfR1DI7NA,37,6,He gets into this little alley.
9MYVXy4Nms9gfR1DI7NA,38,6,that suddenly appeared in the bushlands.
9MYVXy4Nms9gfR1DI7NA,39,15,He appreciates it nonetheless and he crawls around the street and is looking for something.
BocRhyGX0eWpgbUSkjWF,0,7,how a mushroom got high on LSD.
BocRhyGX0eWpgbUSkjWF,1,17,The weird part of the story was how mushrooms normally got eaten by humans to intoxicate them.
BocRhyGX0eWpgbUSkjWF,2,7,But this time it was the mushrooms.
BocRhyGX0eWpgbUSkjWF,3,12,"Mushrooms are living organisms, and therefore they are able to absorb LSD."
BocRhyGX0eWpgbUSkjWF,4,48,"It has not been observed many times, but in this story you will hear the exclusive material of how a special species of mushrooms got collectively high in Colombia because of an LSD parcel being dropped in the forest and the LSD being released into the water systems."
BocRhyGX0eWpgbUSkjWF,5,16,The rivers were able to transport enormous amounts of LSD to large areas of the jungles.
BocRhyGX0eWpgbUSkjWF,6,22,"The mushrooms started behaving in peculiar ways; for example, some effects were how they were able to grow new colors and shapes."
BocRhyGX0eWpgbUSkjWF,7,12,some were glowing in the dark and some were big and stringy.
BocRhyGX0eWpgbUSkjWF,8,12,Scientists were confused by the mushrooms' behavior so they tested them. .
BocRhyGX0eWpgbUSkjWF,9,10,The scientist did not expect the effects that they experienced.
BocRhyGX0eWpgbUSkjWF,10,19,The mushrooms' effects were hallucinations but with the mix of LSD they started to become part of a superdrug.
BocRhyGX0eWpgbUSkjWF,11,24,The scientists gathered the mushrooms and began selling them on the black market where they branded them as the new king of EPIC DRUGS.
BocRhyGX0eWpgbUSkjWF,12,16,Later it was discovered that a side effect of the drugs was becoming a mushroom yourself.
BocRhyGX0eWpgbUSkjWF,13,26,"The mushroom was a parasitic mushroom from the south of America, but since the side effects were unknown at first, the export to Europe was massive."
BocRhyGX0eWpgbUSkjWF,14,9,this resulted in a huge outburst of human-looking mushrooms.
BocRhyGX0eWpgbUSkjWF,15,16,It took over the news and the mushrooms which were eaten by the humans were infectious.
BocRhyGX0eWpgbUSkjWF,16,11,More people therefore got possessed by mushrooms who made civilization unmanageable.
BocRhyGX0eWpgbUSkjWF,17,21,"most of the party islands in the south of europe got totally covered in mushrooms, both people and the actual ground."
BocRhyGX0eWpgbUSkjWF,18,7,they all became one with the environment.
BocRhyGX0eWpgbUSkjWF,19,12,It was starting to look like the whole world would become infected.
BocRhyGX0eWpgbUSkjWF,20,18,It could be the end of human civilization as humans had a hard time fighting against the fungus.
BocRhyGX0eWpgbUSkjWF,21,20,but one day the mushrooms began speaking back to the humans and they began having conversations about the modern society.
BocRhyGX0eWpgbUSkjWF,22,13,The humans became more enlightened and humans started behaving nicer to each other.
BocRhyGX0eWpgbUSkjWF,23,21,Rumors have it that the mushrooms told them about the ways the humans treated both each other and also the fungus.
BocRhyGX0eWpgbUSkjWF,24,16,this began a revolution of how law making and infrastructure was made from this point .
BocRhyGX0eWpgbUSkjWF,25,23,People became more aware of the environment and the wildlife all around the world started blooming as it has never been seen before.
BocRhyGX0eWpgbUSkjWF,26,18,Even the Mammoth came back from dead and new species of both animals and mushrooms roamed the world.
BocRhyGX0eWpgbUSkjWF,27,20,they all worked together to create a brighter future and they all became great at making space for other species.
BocRhyGX0eWpgbUSkjWF,28,32,"The world has never been as beautiful, and for a while they thought that they all found their happy ending, but suddenly the mammoth began eating the mushrooms, and they became intoxicated."
BocRhyGX0eWpgbUSkjWF,29,11,now the high mammoths were killing everything living on the planet.
BocRhyGX0eWpgbUSkjWF,30,15,A lot of natural disasters happened and volcanoes exploded; every living thing on Earth died.
BocRhyGX0eWpgbUSkjWF,31,7,And that was how the world ended.
D8kJXS3suDI2tltssVgN,0,11,a very happy dog wandering through the streets of Aarhus alone.
D8kJXS3suDI2tltssVgN,1,13,"He's just going down the street, greeting people and making their day better."
D8kJXS3suDI2tltssVgN,2,11,"But suddenly, he fell into a big, cold pool of piss."
D8kJXS3suDI2tltssVgN,3,26,"He was super embarrassed by this, and he thought it couldn't get any worse when a massive seagull swooped down and screamed insults at his butt."
D8kJXS3suDI2tltssVgN,4,10,Because how can you be a dog without a tail?
D8kJXS3suDI2tltssVgN,5,19,"Smelling like piss and having no tail, being laughed at about it made him feel like a total dumb-ass."
D8kJXS3suDI2tltssVgN,6,30,"He started shouting at the stupid bird that she should shut the fuck up and mind her own business, but the bird just looked at him with a sly smile."
D8kJXS3suDI2tltssVgN,7,13,"""You know what, ugly mutt, it kinda suits you not having the tail."
D8kJXS3suDI2tltssVgN,8,16,"Cause everybody can see who you actually are from the first look at you this way."""
D8kJXS3suDI2tltssVgN,9,35,"This made the dog mad so he jumped up to catch the half-eaten french fry she mockingly threw at him, but having horrible paw-eye coordination, he failed just to fall back down in the pool."
D8kJXS3suDI2tltssVgN,10,24,"To his astonishment, the french Fry fell into the puddle, bounced from the ground and fell right into the ugly nib of the seagull."
D8kJXS3suDI2tltssVgN,11,12,She then fell to the ground and puked all over the street.
D8kJXS3suDI2tltssVgN,12,4,Now it's his turn.
D8kJXS3suDI2tltssVgN,13,10,"to laugh, he thought with triumph in his piss-filtered eyes."
D8kJXS3suDI2tltssVgN,14,22,"He was just about to do the shake, creating a glistening sprinkle of yellow, when the puke started flowing in his direction."
D8kJXS3suDI2tltssVgN,15,6,"""oh fuck"" flew through his head."
D8kJXS3suDI2tltssVgN,16,13,He wanted to run away but his paws were stuck in the piss-pool.
D8kJXS3suDI2tltssVgN,17,7,He started panicking when a miracle happened.
D8kJXS3suDI2tltssVgN,18,9,"to his mom, and he started disintegrating from existence."
D8kJXS3suDI2tltssVgN,19,24,"The ""oh fuck"" faded away, replaced by a strange relief as all the piss and the laughs and the evil bird disappeared from view."
D8kJXS3suDI2tltssVgN,20,6,He was shocked about what happened.
D8kJXS3suDI2tltssVgN,21,12,"His mom is in hell, how could a miracle happen to her?"
D8kJXS3suDI2tltssVgN,22,7,And how does he know about it?
D8kJXS3suDI2tltssVgN,23,5,"""Am I in hell too?"
D8kJXS3suDI2tltssVgN,24,6,But how is it so cold?
D8kJXS3suDI2tltssVgN,25,31,"He could no longer smell the urine or see the yellow orbs of malice in the face of the gull, but he could still feel cold liquid clinging to his fur."
D8kJXS3suDI2tltssVgN,26,13,"Maybe he was not in hell, maybe he got into the seagull's imagination."
D8kJXS3suDI2tltssVgN,27,12,That would explain why it feels like hell but really is not.
D8kJXS3suDI2tltssVgN,28,10,Is there a way to escape the mind of this?
D8kJXS3suDI2tltssVgN,29,8,"No, hummed a voice reverberating off invisible walls."
